layer,source,target,test_loss,loss_improvement_vs_raw,uv_mse_norm,uv_rmse_norm,uv_mae_norm,uv_mae_px,uv_mae_px_improvement_vs_raw,valid_fraction,horizon,future_step,future_step_1based
20,denoise_step=003,future_uv,0.0385719908181554,-1.5740756493212624,0.0385719908181554,0.1933876658571926,0.1613045083378166,45.35374913501937,-0.8721063267200708,0.4409937907943567,8,1,2
20,denoise_step=007,future_uv,0.0416065450395239,-1.7765845673751648,0.0416065450395239,0.2020810840354449,0.1656604888337986,46.50742922954678,-0.9197277879039292,0.4409937907943567,8,1,2
20,denoise_step=001,future_uv,0.0468664068042244,-2.1275978752218196,0.0468664068042244,0.2109757573276326,0.1729808202935055,48.89431637908114,-1.0182534140987392,0.4409937907943567,8,1,2
20,denoise_step=005,future_uv,0.0522836492961854,-2.4891138791731056,0.0522836492961854,0.2236432068157887,0.1902962807974706,53.44749643392938,-1.206199005145705,0.4409937907943567,8,1,2
20,raw_no_denoise,future_uv,0.0109438899939197,0.0,0.0109438899939197,0.1037986826606665,0.0788817341530051,21.723077699017573,0.0,0.3995859170058746,16,3,4
20,denoise_step=001,future_uv,0.0334077145958292,-2.0526361846098724,0.0334077145958292,0.1821321629712793,0.1499612335709558,42.06904733946112,-0.9366062176983189,0.3995859170058746,16,3,4
20,denoise_step=003,future_uv,0.0334723502490091,-2.058542279537345,0.0334723502490091,0.1811673426480026,0.149131218962541,41.923891261004016,-0.9299241038437213,0.3995859170058746,16,3,4
20,denoise_step=005,future_uv,0.0343266963364853,-2.1366083134568075,0.0343266963364853,0.1832261368416357,0.1497402268290273,42.13402805367858,-0.9395975394215936,0.3995859170058746,16,3,4
20,denoise_step=007,future_uv,0.0377947287884681,-2.453500428957749,0.0377947287884681,0.1906671983423193,0.1575360469998286,44.424311549026775,-1.0450284331043878,0.3995859170058746,16,3,4
20,raw_no_denoise,future_uv,0.009620998718045,0.0,0.009620998718045,0.0968347459599591,0.0727833369534701,20.154503109539025,0.0,0.364389237286388,24,5,6
20,denoise_step=001,future_uv,0.0286570148075898,-1.9785904402877772,0.0286570148075898,0.1687585550127069,0.1381419224521881,38.34511915250348,-0.9025583981951372,0.364389237286388,24,5,6
20,denoise_step=005,future_uv,0.0313728398201875,-2.260871427136257,0.0313728398201875,0.1763461967371018,0.1462769773374186,40.85870562725186,-1.0272742724137733,0.364389237286388,24,5,6
20,denoise_step=007,future_uv,0.0314045055860009,-2.264162745089975,0.0314045055860009,0.1767641345104569,0.146181397186303,40.9428375828587,-1.0314486226892223,0.364389237286388,24,5,6
20,denoise_step=003,future_uv,0.0320417365410189,-2.3303960929671366,0.0320417365410189,0.178681975319272,0.1497795746254871,41.85693950139712,-1.076803346324447,0.364389237286388,24,5,6
20,raw_no_denoise,future_uv,0.0087138309613965,0.0,0.0087138309613965,0.0925008722158692,0.0691389934030625,19.3320267639792,0.0,0.2691511393950839,36,8,9
20,denoise_step=007,future_uv,0.0251031772274038,-1.8808428048024364,0.0251031772274038,0.1578246263119991,0.1254913368827314,35.169741747048576,-0.8192475200054723,0.2691511393950839,36,8,9
